"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000242317",0,NA,NA,NA,NA,NA
"ENSG00000242320",0,NA,NA,NA,NA,NA
"ENSG00000242321",0,NA,NA,NA,NA,NA
"ENSG00000242325",0,NA,NA,NA,NA,NA
"ENSG00000242326",0,NA,NA,NA,NA,NA
"ENSG00000242327",0,NA,NA,NA,NA,NA
"ENSG00000242329",0,NA,NA,NA,NA,NA
"ENSG00000242339",0,NA,NA,NA,NA,NA
"ENSG00000242341",0,NA,NA,NA,NA,NA
"ENSG00000242348",0.107451483918169,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000242353",0.659862886288532,-3.00043862129626,3.08367288073662,-0.973008077490863,0.330549287563852,NA
"ENSG00000242358",0,NA,NA,NA,NA,NA
"ENSG00000242360",0.107451483918169,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000242364",0,NA,NA,NA,NA,NA
"ENSG00000242365",0,NA,NA,NA,NA,NA
"ENSG00000242366",0.1095559913314,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000242370",0,NA,NA,NA,NA,NA
"ENSG00000242371",1.99404761050203,4.28361940029751,2.82593225429156,1.51582522680516,NA,NA
"ENSG00000242375",0.322354451754506,-1.97307957401438,3.14223314932732,-0.627922716185707,0.530054569034492,NA
"ENSG00000242381",0,NA,NA,NA,NA,NA
"ENSG00000242385",0,NA,NA,NA,NA,NA
"ENSG00000242389",0,NA,NA,NA,NA,NA
"ENSG00000242390",0.308574821141345,0.269316788728948,3.16074699792792,0.0852066897178114,0.932097072299593,NA
"ENSG00000242391",0,NA,NA,NA,NA,NA
"ENSG00000242393",0,NA,NA,NA,NA,NA
"ENSG00000242396",0.295451419470369,1.5092377841295,3.13032196689133,0.482135000837724,0.629710047314124,NA
"ENSG00000242398",0.44554024582396,2.12135426682446,3.09472161931378,0.685474988633985,0.493044238255425,NA
"ENSG00000242399",0.2191119826628,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000242405",0.173395444391481,0.842021245292466,3.16074699792792,0.266399444765578,0.789931592795004,NA
"ENSG00000242407",0,NA,NA,NA,NA,NA
"ENSG00000242411",0,NA,NA,NA,NA,NA
"ENSG00000242417",0,NA,NA,NA,NA,NA
"ENSG00000242423",0,NA,NA,NA,NA,NA
"ENSG00000242428",0,NA,NA,NA,NA,NA
"ENSG00000242431",0,NA,NA,NA,NA,NA
"ENSG00000242439",0,NA,NA,NA,NA,NA
"ENSG00000242440",0.0891080491647919,0.264948994203839,3.16074699792792,0.0838248029271343,0.933195727533877,NA
"ENSG00000242444",0.438223965325601,-2.41124544304012,3.11225852157913,-0.774757439435551,0.438483002758929,NA
"ENSG00000242456",0,NA,NA,NA,NA,NA
"ENSG00000242457",0.311366185461266,-0.890806919907511,3.16074699792792,-0.281834300717993,0.778070568418405,NA
"ENSG00000242461",0,NA,NA,NA,NA,NA
"ENSG00000242472",0,NA,NA,NA,NA,NA
"ENSG00000242477",0.1095559913314,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000242482",0,NA,NA,NA,NA,NA
"ENSG00000242483",0,NA,NA,NA,NA,NA
"ENSG00000242488",0.735422429612591,-1.5990581276672,2.41497804605346,-0.662141889977168,0.507880291540406,NA
"ENSG00000242507",0,NA,NA,NA,NA,NA
"ENSG00000242509",0,NA,NA,NA,NA,NA
"ENSG00000242510",0,NA,NA,NA,NA,NA
"ENSG00000242515",0,NA,NA,NA,NA,NA
"ENSG00000242520",0,NA,NA,NA,NA,NA
"ENSG00000242524",0,NA,NA,NA,NA,NA
"ENSG00000242527",0,NA,NA,NA,NA,NA
"ENSG00000242529",0,NA,NA,NA,NA,NA
"ENSG00000242536",0,NA,NA,NA,NA,NA
"ENSG00000242537",0,NA,NA,NA,NA,NA
"ENSG00000242540",0,NA,NA,NA,NA,NA
"ENSG00000242545",0,NA,NA,NA,NA,NA
"ENSG00000242547",0,NA,NA,NA,NA,NA
"ENSG00000242552",0.328667973994201,-1.99699770538049,3.1403599941082,-0.635913624274658,0.524832722044801,NA
"ENSG00000242560",0,NA,NA,NA,NA,NA
"ENSG00000242561",0,NA,NA,NA,NA,NA
"ENSG00000242562",0.112626655979973,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000242565",0,NA,NA,NA,NA,NA
"ENSG00000242568",0,NA,NA,NA,NA,NA
"ENSG00000242573",0,NA,NA,NA,NA,NA
"ENSG00000242575",0,NA,NA,NA,NA,NA
"ENSG00000242578",0.43918868362911,-2.41400979573273,3.1121008879244,-0.775684941673834,0.437935033113626,NA
"ENSG00000242586",0,NA,NA,NA,NA,NA
"ENSG00000242590",0.110947747015413,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000242595",0,NA,NA,NA,NA,NA
"ENSG00000242598",0,NA,NA,NA,NA,NA
"ENSG00000242599",0,NA,NA,NA,NA,NA
"ENSG00000242600",0,NA,NA,NA,NA,NA
"ENSG00000242602",0,NA,NA,NA,NA,NA
"ENSG00000242608",0,NA,NA,NA,NA,NA
"ENSG00000242610",0,NA,NA,NA,NA,NA
"ENSG00000242613",0,NA,NA,NA,NA,NA
"ENSG00000242614",0,NA,NA,NA,NA,NA
"ENSG00000242618",0,NA,NA,NA,NA,NA
"ENSG00000242634",0,NA,NA,NA,NA,NA
"ENSG00000242635",0,NA,NA,NA,NA,NA
"ENSG00000242636",0,NA,NA,NA,NA,NA
"ENSG00000242638",0,NA,NA,NA,NA,NA
"ENSG00000242640",0,NA,NA,NA,NA,NA
"ENSG00000242650",0,NA,NA,NA,NA,NA
"ENSG00000242651",0,NA,NA,NA,NA,NA
"ENSG00000242653",0,NA,NA,NA,NA,NA
"ENSG00000242654",0,NA,NA,NA,NA,NA
"ENSG00000242657",0.110947747015413,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000242659",0,NA,NA,NA,NA,NA
"ENSG00000242660",0,NA,NA,NA,NA,NA
"ENSG00000242667",0.306589670452711,-0.901328036745668,3.16074699792792,-0.285162981199238,0.775519280094464,NA
"ENSG00000242668",0,NA,NA,NA,NA,NA
"ENSG00000242670",0,NA,NA,NA,NA,NA
"ENSG00000242671",0,NA,NA,NA,NA,NA
"ENSG00000242673",0,NA,NA,NA,NA,NA
"ENSG00000242675",0,NA,NA,NA,NA,NA
"ENSG00000242688",0,NA,NA,NA,NA,NA
"ENSG00000242692",0,NA,NA,NA,NA,NA
"ENSG00000242696",0,NA,NA,NA,NA,NA
"ENSG00000242697",0,NA,NA,NA,NA,NA
"ENSG00000242699",0,NA,NA,NA,NA,NA
"ENSG00000242703",0,NA,NA,NA,NA,NA
"ENSG00000242705",0,NA,NA,NA,NA,NA
"ENSG00000242706",0,NA,NA,NA,NA,NA
"ENSG00000242709",0,NA,NA,NA,NA,NA
"ENSG00000242719",0,NA,NA,NA,NA,NA
"ENSG00000242727",0,NA,NA,NA,NA,NA
"ENSG00000242728",0,NA,NA,NA,NA,NA
"ENSG00000242729",0,NA,NA,NA,NA,NA
"ENSG00000242731",0,NA,NA,NA,NA,NA
"ENSG00000242741",0.384635084339874,1.89731127595021,3.10608411742977,0.610837055346783,0.541307459131023,NA
"ENSG00000242747",0.420968162502553,-1.45368322748194,3.1392264761375,-0.463070517062708,0.643313822179648,NA
"ENSG00000242752",0,NA,NA,NA,NA,NA
"ENSG00000242756",0.224023796222473,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000242757",0,NA,NA,NA,NA,NA
"ENSG00000242764",0,NA,NA,NA,NA,NA
"ENSG00000242768",0,NA,NA,NA,NA,NA
"ENSG00000242769",0.116756664498754,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000242771",0,NA,NA,NA,NA,NA
"ENSG00000242775",0,NA,NA,NA,NA,NA
"ENSG00000242781",0.581040508970116,2.51120928880666,3.07863433296875,0.815689366520214,0.414677822267344,NA
"ENSG00000242790",0,NA,NA,NA,NA,NA
"ENSG00000242793",0,NA,NA,NA,NA,NA
"ENSG00000242794",0,NA,NA,NA,NA,NA
"ENSG00000242795",0,NA,NA,NA,NA,NA
"ENSG00000242797",0,NA,NA,NA,NA,NA
"ENSG00000242807",0,NA,NA,NA,NA,NA
"ENSG00000242810",0,NA,NA,NA,NA,NA
"ENSG00000242811",0,NA,NA,NA,NA,NA
"ENSG00000242814",0,NA,NA,NA,NA,NA
"ENSG00000242816",0,NA,NA,NA,NA,NA
"ENSG00000242828",0,NA,NA,NA,NA,NA
"ENSG00000242834",0,NA,NA,NA,NA,NA
"ENSG00000242836",0,NA,NA,NA,NA,NA
"ENSG00000242837",0,NA,NA,NA,NA,NA
"ENSG00000242841",0,NA,NA,NA,NA,NA
"ENSG00000242849",0,NA,NA,NA,NA,NA
"ENSG00000242850",0,NA,NA,NA,NA,NA
"ENSG00000242854",0,NA,NA,NA,NA,NA
"ENSG00000242855",0,NA,NA,NA,NA,NA
"ENSG00000242858",0,NA,NA,NA,NA,NA
"ENSG00000242860",0.662664411662418,-3.00633421617953,2.75245327856571,-1.09223805526179,0.274728479635034,NA
"ENSG00000242863",0,NA,NA,NA,NA,NA
"ENSG00000242865",0,NA,NA,NA,NA,NA
"ENSG00000242875",0,NA,NA,NA,NA,NA
"ENSG00000242882",0.112626655979973,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000242887",0,NA,NA,NA,NA,NA
"ENSG00000242888",0,NA,NA,NA,NA,NA
"ENSG00000242893",0,NA,NA,NA,NA,NA
"ENSG00000242899",0.226319403404775,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000242902",0,NA,NA,NA,NA,NA
"ENSG00000242911",0.2191119826628,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000242915",0,NA,NA,NA,NA,NA
"ENSG00000242922",0,NA,NA,NA,NA,NA
"ENSG00000242925",0,NA,NA,NA,NA,NA
"ENSG00000242928",0,NA,NA,NA,NA,NA
"ENSG00000242936",0,NA,NA,NA,NA,NA
"ENSG00000242941",0.562606715085882,-2.76681520271606,2.50777418251275,-1.10329519380559,0.26989899310959,NA
"ENSG00000242943",0,NA,NA,NA,NA,NA
"ENSG00000242945",0,NA,NA,NA,NA,NA
"ENSG00000242948",0.1095559913314,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000242951",0,NA,NA,NA,NA,NA
"ENSG00000242952",0.20604368163504,-0.318328402010187,3.16074699792792,-0.10071302835022,0.919778268834782,NA
"ENSG00000242953",0,NA,NA,NA,NA,NA
"ENSG00000242958",0.112626655979973,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000242963",0,NA,NA,NA,NA,NA
"ENSG00000242968",0.415028934978654,2.02862130941541,3.09921657256861,0.654559390063569,0.512751477625053,NA
"ENSG00000242973",0,NA,NA,NA,NA,NA
"ENSG00000242976",0,NA,NA,NA,NA,NA
"ENSG00000242978",0.626844025730148,-1.30652296080795,2.51459216308033,-0.519576486394311,0.603358790232366,NA
"ENSG00000242983",0,NA,NA,NA,NA,NA
"ENSG00000242985",0,NA,NA,NA,NA,NA
"ENSG00000242989",0,NA,NA,NA,NA,NA
"ENSG00000242990",0,NA,NA,NA,NA,NA
"ENSG00000242991",0,NA,NA,NA,NA,NA
"ENSG00000242992",0,NA,NA,NA,NA,NA
"ENSG00000242993",0,NA,NA,NA,NA,NA
"ENSG00000242995",0,NA,NA,NA,NA,NA
"ENSG00000242998",0,NA,NA,NA,NA,NA
"ENSG00000243007",0,NA,NA,NA,NA,NA
"ENSG00000243011",0,NA,NA,NA,NA,NA
"ENSG00000243014",0.0984838064901229,0.264948994203839,3.16074699792792,0.0838248029271343,0.933195727533877,NA
"ENSG00000243015",0,NA,NA,NA,NA,NA
"ENSG00000243016",0.1095559913314,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000243018",0,NA,NA,NA,NA,NA
"ENSG00000243020",0,NA,NA,NA,NA,NA
"ENSG00000243022",0,NA,NA,NA,NA,NA
"ENSG00000243023",0,NA,NA,NA,NA,NA
"ENSG00000243025",0,NA,NA,NA,NA,NA
"ENSG00000243027",0.107451483918169,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000243029",0,NA,NA,NA,NA,NA
"ENSG00000243035",0,NA,NA,NA,NA,NA
"ENSG00000243040",0,NA,NA,NA,NA,NA
"ENSG00000243044",0,NA,NA,NA,NA,NA
"ENSG00000243048",0,NA,NA,NA,NA,NA
"ENSG00000243049",0,NA,NA,NA,NA,NA
"ENSG00000243050",0,NA,NA,NA,NA,NA
"ENSG00000243053",0,NA,NA,NA,NA,NA
"ENSG00000243055",0,NA,NA,NA,NA,NA
"ENSG00000243058",0,NA,NA,NA,NA,NA
"ENSG00000243059",0,NA,NA,NA,NA,NA
"ENSG00000243062",0,NA,NA,NA,NA,NA
"ENSG00000243071",0.582039680733556,-0.313360943378101,2.94782464877804,-0.106302436784358,0.91534239827286,NA
"ENSG00000243072",0,NA,NA,NA,NA,NA
"ENSG00000243073",0,NA,NA,NA,NA,NA
"ENSG00000243075",0,NA,NA,NA,NA,NA
"ENSG00000243083",0.240352838433743,-1.42876704926159,3.15632926567112,-0.452667300842517,0.65078832888626,NA
"ENSG00000243085",0,NA,NA,NA,NA,NA
"ENSG00000243089",0.33026337084795,-2.0029735980137,3.13989632662328,-0.63791074279441,0.523531784249513,NA
"ENSG00000243095",0,NA,NA,NA,NA,NA
"ENSG00000243099",0,NA,NA,NA,NA,NA
"ENSG00000243103",0.227881612600196,-1.46626199380948,3.16074699792792,-0.463897298572365,0.6427213283716,NA
"ENSG00000243115",0,NA,NA,NA,NA,NA
"ENSG00000243116",0,NA,NA,NA,NA,NA
"ENSG00000243122",0,NA,NA,NA,NA,NA
"ENSG00000243124",0,NA,NA,NA,NA,NA
"ENSG00000243125",0,NA,NA,NA,NA,NA
"ENSG00000243129",0,NA,NA,NA,NA,NA
"ENSG00000243130",0.112626655979973,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000243135",0,NA,NA,NA,NA,NA
"ENSG00000243136",0.221895494030826,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000243137",0,NA,NA,NA,NA,NA
"ENSG00000243141",0,NA,NA,NA,NA,NA
"ENSG00000243149",0.692932680358431,0.830173484143304,3.09666518513807,0.268086291061618,0.788632897877467,NA
"ENSG00000243154",0,NA,NA,NA,NA,NA
"ENSG00000243160",0,NA,NA,NA,NA,NA
"ENSG00000243164",0,NA,NA,NA,NA,NA
"ENSG00000243165",0,NA,NA,NA,NA,NA
"ENSG00000243167",0,NA,NA,NA,NA,NA
"ENSG00000243171",0,NA,NA,NA,NA,NA
"ENSG00000243173",0.221895494030826,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000243187",0,NA,NA,NA,NA,NA
"ENSG00000243188",0,NA,NA,NA,NA,NA
"ENSG00000243195",0,NA,NA,NA,NA,NA
"ENSG00000243197",0,NA,NA,NA,NA,NA
"ENSG00000243199",0.317568709569903,-0.889060158919907,3.16074699792792,-0.281281658893529,0.778494376741123,NA
"ENSG00000243220",0,NA,NA,NA,NA,NA
"ENSG00000243225",0,NA,NA,NA,NA,NA
"ENSG00000243227",0,NA,NA,NA,NA,NA
"ENSG00000243230",0,NA,NA,NA,NA,NA
"ENSG00000243232",0,NA,NA,NA,NA,NA
"ENSG00000243234",0.220038832844167,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000243236",0,NA,NA,NA,NA,NA
"ENSG00000243243",0,NA,NA,NA,NA,NA
"ENSG00000243250",0,NA,NA,NA,NA,NA
"ENSG00000243254",0,NA,NA,NA,NA,NA
"ENSG00000243256",0,NA,NA,NA,NA,NA
"ENSG00000243257",0,NA,NA,NA,NA,NA
"ENSG00000243265",0,NA,NA,NA,NA,NA
"ENSG00000243274",0,NA,NA,NA,NA,NA
"ENSG00000243276",0.36582810498148,0.4863771246382,3.16074699792792,0.153880435529023,0.877704010541737,NA
"ENSG00000243284",0.520186333174442,2.34775384534881,3.08486485940082,0.761055654737764,0.446623825912123,NA
"ENSG00000243287",0,NA,NA,NA,NA,NA
"ENSG00000243295",0.20608181298639,-0.320237760650466,3.16074699792792,-0.10131711296741,0.91929873191256,NA
"ENSG00000243296",0,NA,NA,NA,NA,NA
"ENSG00000243297",0,NA,NA,NA,NA,NA
"ENSG00000243303",0,NA,NA,NA,NA,NA
"ENSG00000243305",0.098483806490123,0.264948994203839,3.16074699792792,0.0838248029271343,0.933195727533877,NA
"ENSG00000243307",0,NA,NA,NA,NA,NA
"ENSG00000243312",0,NA,NA,NA,NA,NA
"ENSG00000243313",0.0921960408880462,0.264948994203839,3.16074699792792,0.0838248029271343,0.933195727533877,NA
"ENSG00000243319",0,NA,NA,NA,NA,NA
"ENSG00000243321",0,NA,NA,NA,NA,NA
"ENSG00000243328",0,NA,NA,NA,NA,NA
"ENSG00000243333",0,NA,NA,NA,NA,NA
"ENSG00000243338",0,NA,NA,NA,NA,NA
"ENSG00000243339",0,NA,NA,NA,NA,NA
"ENSG00000243345",0,NA,NA,NA,NA,NA
"ENSG00000243346",0,NA,NA,NA,NA,NA
"ENSG00000243347",0,NA,NA,NA,NA,NA
"ENSG00000243352",0,NA,NA,NA,NA,NA
"ENSG00000243353",0.116756664498754,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000243355",0.333644697895972,-2.01543576197419,3.13891945123018,-0.642079477759241,0.520821580074756,NA
"ENSG00000243359",0,NA,NA,NA,NA,NA
"ENSG00000243365",0,NA,NA,NA,NA,NA
"ENSG00000243366",0,NA,NA,NA,NA,NA
"ENSG00000243368",0.112626655979973,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000243374",0,NA,NA,NA,NA,NA
"ENSG00000243378",0,NA,NA,NA,NA,NA
"ENSG00000243384",0,NA,NA,NA,NA,NA
"ENSG00000243388",0.193815125332865,-0.309210996291926,3.16074699792792,-0.0978284552653643,0.922068511720272,NA
"ENSG00000243402",0.1095559913314,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000243404",0,NA,NA,NA,NA,NA
"ENSG00000243415",0,NA,NA,NA,NA,NA
"ENSG00000243420",0,NA,NA,NA,NA,NA
"ENSG00000243423",0,NA,NA,NA,NA,NA
"ENSG00000243424",0,NA,NA,NA,NA,NA
"ENSG00000243426",0,NA,NA,NA,NA,NA
"ENSG00000243429",0.664046295965847,2.70293478640435,3.07215767910995,0.879816425043464,0.378958765269684,NA
"ENSG00000243433",0,NA,NA,NA,NA,NA
"ENSG00000243437",0,NA,NA,NA,NA,NA
"ENSG00000243439",0,NA,NA,NA,NA,NA
"ENSG00000243445",0.562477056981365,-2.76647810864753,2.50792786389459,-1.10309317443901,0.269986704652667,NA
"ENSG00000243446",0,NA,NA,NA,NA,NA
"ENSG00000243455",0.0830057869957308,0.264948994203839,3.16074699792792,0.0838248029271343,0.933195727533877,NA
"ENSG00000243479",0,NA,NA,NA,NA,NA
"ENSG00000243480",0.28471888598969,-0.785318476093216,3.16074699792792,-0.248459771252823,0.803778692214377,NA
"ENSG00000243483",0,NA,NA,NA,NA,NA
"ENSG00000243485",0.145093682283531,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000243486",0,NA,NA,NA,NA,NA
"ENSG00000243489",0,NA,NA,NA,NA,NA
"ENSG00000243494",0.260093166587221,1.35116303633449,3.14215255444046,0.430011914738208,0.667186974108456,NA
"ENSG00000243495",0.356432196659168,1.79966669415494,3.11159973542736,0.578373456477933,0.563012010576322,NA
"ENSG00000243498",0,NA,NA,NA,NA,NA
"ENSG00000243499",0.112626655979973,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000243501",0.547779956657001,-2.73266790103798,3.09526112339392,-0.882855368933023,0.377314420267273,NA
"ENSG00000243503",0,NA,NA,NA,NA,NA
"ENSG00000243504",0.112626655979973,-0.889192625347131,3.16074699792792,-0.281323568741837,0.778462234730729,NA
"ENSG00000243505",0,NA,NA,NA,NA,NA
"ENSG00000243507",0,NA,NA,NA,NA,NA
"ENSG00000243510",0,NA,NA,NA,NA,NA
"ENSG00000243514",0,NA,NA,NA,NA,NA
"ENSG00000243516",0,NA,NA,NA,NA,NA
"ENSG00000243518",0,NA,NA,NA,NA,NA
"ENSG00000243519",0,NA,NA,NA,NA,NA
"ENSG00000243521",0,NA,NA,NA,NA,NA
"ENSG00000243531",0,NA,NA,NA,NA,NA
"ENSG00000243532",0.693043102307572,-3.06575257601994,3.08116955032238,-0.994996388854734,0.319738020674858,NA
"ENSG00000243537",0.110947747015413,-0.889192625347131,3.16074699792792,-0.281323568741837,0.77846223473073,NA
"ENSG00000243538",0.223934000362783,-1.46626199380948,3.16074699792792,-0.463897298572366,0.6427213283716,NA
"ENSG00000243539",0,NA,NA,NA,NA,NA
"ENSG00000243541",0,NA,NA,NA,NA,NA
