"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000971",232.212968952271,-1.03674233724613,0.394456144776883,-2.62828289272194,0.00858171157216582,0.0299408522463074
"ENSG00000002330",200.831257749372,-1.42100928135087,0.304337085861814,-4.66919526855194,3.02381864434701e-06,5.06933102736044e-05
"ENSG00000002746",42.5183848116553,2.38245399186912,0.478820870728556,4.97566864252193,6.50227955760585e-07,1.39258535493646e-05
"ENSG00000002822",721.524422758416,-1.12684747280742,0.267551141678108,-4.21170870637934,2.53446237829877e-05,0.000282823801413319
"ENSG00000004059",1946.37199339022,-1.16890302307812,0.248371914027469,-4.70626088161017,2.52301608404839e-06,4.37428353428251e-05
"ENSG00000004142",732.292797083153,-1.15375245807202,0.21592121743489,-5.34339548367882,9.12214362248355e-08,2.85276395902121e-06
"ENSG00000004766",983.481544309193,-1.11021170152994,0.319971473648609,-3.46972087502142,0.000520999493946907,0.00319592633074464
"ENSG00000004779",237.748980607689,-1.06200456264604,0.198582060161796,-5.34793808554894,8.89618851001225e-08,2.7961698955237e-06
"ENSG00000004799",626.366491326741,-1.13322587416971,0.415839771269561,-2.72515029216653,0.00642722230808868,0.0238747349505006
"ENSG00000004809",79.6990011463075,-1.09054990768373,0.445724125070973,-2.44669257583954,0.0144173754138427,0.0448729078040758
"ENSG00000004838",16.1286535313103,1.28637241013388,0.516552359859483,2.4903040041939,0.0127633870649935,0.0408887056989866
"ENSG00000005102",38.8022216349093,-1.52721605212706,0.39071654795599,-3.90875702633176,9.27722109512469e-05,0.000800313222994414
"ENSG00000005189",46.5179032366155,-1.33197731249725,0.544313656002024,-2.44707678708743,0.0144020152271537,0.0448307127303738
"ENSG00000005249",1787.83660056192,-1.7803817822355,0.400256342007601,-4.44810386590125,8.66316390324287e-06,0.000120432807288329
"ENSG00000005339",4082.23857359789,1.54990172231613,0.305530073860006,5.07282868339271,3.91945335489637e-07,9.22804820566695e-06
"ENSG00000005379",733.658819702286,1.14302628863428,0.266634709838477,4.28686231183743,1.81214534593082e-05,0.000216737863042188
"ENSG00000005381",416.09993850819,-1.88492094004464,0.419416048417769,-4.49415549823482,6.98465774344196e-06,0.000100960791172938
"ENSG00000005436",245.658645951423,-1.11882620692128,0.33963249323784,-3.29422605079714,0.000986930945056654,0.00534926469500731
"ENSG00000005448",119.552906825129,-1.18567522279072,0.291586297148943,-4.06629267007383,4.7766941995375e-05,0.00046939988612214
"ENSG00000005961",2672.04757243961,-2.52701650877627,0.41827975010767,-6.04145074707965,1.52734633143212e-09,1.10445105763462e-07
"ENSG00000006015",362.379261079846,-1.25660459651171,0.208986340647994,-6.01285515893248,1.82283894724532e-09,1.23948798218207e-07
"ENSG00000006534",1000.20083866722,-1.0283134580443,0.286143273051045,-3.59370131990089,0.000326013536179773,0.00220579711691638
"ENSG00000006634",233.795959017218,-1.25117653931249,0.281628178009764,-4.44265395655513,8.88560104799108e-06,0.000123003236779039
"ENSG00000006704",63.3216733713538,1.68274534721995,0.385976267078874,4.35971195834195,1.30233755276758e-05,0.00016601962009181
"ENSG00000007038",19.0707788582342,-2.37478538461662,0.66966329929549,-3.54623791854053,0.000390773226773418,0.00254396542656212
"ENSG00000007080",190.497556331809,-1.00971007973506,0.248427525132309,-4.06440501791135,4.81551435648538e-05,0.000472467710856115
"ENSG00000007255",258.461612744397,-1.83100012706554,0.324792155953122,-5.63745180881095,1.7258488002606e-08,7.37251767561496e-07
"ENSG00000007312",1076.47387390127,-1.73315428013576,0.325374194666256,-5.32664946558992,1.00040962587057e-07,3.05555087449559e-06
"ENSG00000007376",285.324498121527,-1.10070638974002,0.219015290492867,-5.02570568138423,5.01584649643505e-07,1.13264283010325e-05
"ENSG00000007402",246.07658575973,1.57899649229176,0.296387481167316,5.32747363712164,9.95882279009559e-08,3.04546435679405e-06
"ENSG00000007520",243.731619831658,-1.27658831932208,0.245820744481292,-5.19316757426564,2.06745935276885e-07,5.52107136719002e-06
"ENSG00000007545",530.65681486036,1.17414340691935,0.293408030614197,4.00174257146775,6.28776881964809e-05,0.000587914661128586
"ENSG00000007968",370.165698317192,-1.29124109549256,0.289963475811569,-4.45311635156308,8.46328620775108e-06,0.00011840980399387
"ENSG00000008294",2888.34451678513,1.08561221301183,0.242189225209118,4.48249591646555,7.37750549316876e-06,0.000105413529638599
"ENSG00000008324",286.250448331671,-1.43162444815568,0.224070317811357,-6.38917489000461,1.66783223711439e-10,1.93553721064755e-08
"ENSG00000008382",195.25378476223,-1.26990293784863,0.294994129104615,-4.30484139363424,1.67105413418788e-05,0.000202464658304966
"ENSG00000008394",252.894487414939,-1.3131111423215,0.328186750172839,-4.00110955615958,6.30461574919175e-05,0.000589046812312684
"ENSG00000008438",151.192569091068,-1.49129655295308,0.538494764566469,-2.76937985488808,0.00561631138332515,0.0215416127140126
"ENSG00000008517",5546.64142191132,-1.28780699733369,0.283818725738777,-4.53742787401199,5.69444965533034e-06,8.53377982705383e-05
"ENSG00000008988",12343.6816026329,-1.13750967176856,0.232161424317572,-4.89964978080324,9.60076361551712e-07,1.9358814680372e-05
"ENSG00000009844",867.574373989989,-1.13708485294667,0.258675811605434,-4.39579118700555,1.10369997056252e-05,0.000146660548733968
"ENSG00000009950",96.7856580972888,1.23335880243588,0.322541593006127,3.82387521231239,0.000131370422634152,0.00106706473114987
"ENSG00000010256",1681.03624155033,-1.49914495339576,0.263568422512206,-5.68787770214141,1.28627882637724e-08,5.82503901300382e-07
