"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000047644",1265.8230527764,-1.05522957663302,0.269379753935928,-3.91725644267984,8.95624590401383e-05,0.0269436761236102
"ENSG00000076356",179.824473563043,-1.8154198159668,0.36489393804948,-4.9751986170859,6.51807728585745e-07,0.00191231076028078
"ENSG00000078687",1156.55308100756,-1.09363311051629,0.298161860352074,-3.66791751709932,0.000244534037826183,0.0415040953292257
"ENSG00000106992",46.6592680526502,-3.01874729660739,0.673256932618571,-4.48379682458858,7.33264836815648e-06,0.00717098093032522
"ENSG00000116117",19.3794967228682,-3.041019791447,0.791216006706829,-3.84347607438356,0.000121303830262828,0.0303806922208257
"ENSG00000118900",2020.09661071215,-1.36565431969716,0.309080909835525,-4.41843632602183,9.9417559986747e-06,0.0085072434560326
"ENSG00000124469",174.10043718468,-2.321106372528,0.524271262069671,-4.42730040812258,9.54197972755473e-06,0.0085072434560326
"ENSG00000126550",42.0258323171333,-1.39660562345703,0.380577097013289,-3.66970486247697,0.000242830666702248,0.0415040953292257
"ENSG00000137270",10.1298575646913,-5.25712113747843,1.13611172148042,-4.62729240274722,3.70477282050081e-06,0.00503364829895432
"ENSG00000141441",14.62834494319,5.49570018708713,1.25449229620528,4.38081621043915,1.18235570976956e-05,0.00905477336047654
"ENSG00000144668",55.0602241333818,-1.85401834868696,0.472713918913741,-3.92207268393396,8.7790498708722e-05,0.0269436761236102
"ENSG00000147465",17.6257061180845,-2.54791188302456,0.613410048742961,-4.15368461642568,3.27164023819326e-05,0.0142956756535691
"ENSG00000151838",37.9010891482183,2.07062581305689,0.544465538749041,3.80304292134694,0.00014292958035388,0.0326149421303071
"ENSG00000152133",259.865870681548,-1.04358119440562,0.275148877869995,-3.79278739017319,0.000148965692836306,0.0328957896105293
"ENSG00000154997",54.8448625220937,-1.95601679028806,0.448932677462426,-4.35703812283027,1.31834312520002e-05,0.00905477336047654
"ENSG00000158470",1664.9582959259,-1.07025482192505,0.279626360889969,-3.82744609098633,0.000129479730155446,0.0311136733784813
"ENSG00000164684",52.5755348947013,6.14380594733916,1.46869109839548,4.18318457438135,2.87453824456887e-05,0.0134828146265945
"ENSG00000169155",509.28056870739,-1.60003001761234,0.307402935698414,-5.20499263930938,1.94004295939174e-07,0.000796853245140563
"ENSG00000170004",3317.33503776622,-1.05150997001513,0.285359360110684,-3.68486237706475,0.000228826249287742,0.0408643885358467
"ENSG00000170485",28.904723796134,-2.95314943713706,0.728234582249923,-4.05521724608729,5.00877288203412e-05,0.0187468258920002
"ENSG00000171962",20.6349434134057,5.27595079719991,1.42687524542141,3.69755577029562,0.000217685404018018,0.0402757220028652
"ENSG00000175161",6.50418202566664,-5.54749928837052,1.44562510474372,-3.83743978308537,0.000124323707101976,0.0307618791897985
"ENSG00000178074",241.60820742815,-1.06503034311051,0.2552822084452,-4.17197245980084,3.01974142498565e-05,0.0137814288099845
"ENSG00000178773",8.05242470521522,3.83017907437922,0.994763906008842,3.85033981555134,0.000117954054870046,0.0303806922208257
"ENSG00000182463",391.008760952715,-1.44120671723493,0.309400774098088,-4.65805789088954,3.19206458042138e-06,0.00468253073486528
"ENSG00000196391",11.092575227213,-3.68913704285518,0.772024897462186,-4.77852081582107,1.76589483942956e-06,0.00329692566521499
"ENSG00000197321",1713.61628078496,-1.19603098103793,0.250259931902951,-4.77915490483608,1.76033534045713e-06,0.00329692566521499
"ENSG00000197705",186.054059014543,-1.81094763301618,0.480132151635301,-3.7717691407422,0.000162094193195702,0.0346763379756263
