"","SRR8207876","SRR8207877","SRR8207878","SRR8207879","SRR8207880","SRR8207886","SRR8207887","SRR8207888","SRR8207889","SRR8207890"
"ENSG00000000419",9.03212153299945,9.10014095098751,8.90381247730339,8.92045119166421,8.94006406698005,7.35385298730319,7.64548082664399,7.99125863357162,7.61736225463107,8.22318829218607
"ENSG00000000460",8.99906148731035,8.69321913410589,7.85343019545771,8.42291007888814,8.68084557582138,7.52211202283704,7.47761543935872,7.37089290787005,7.49574349684584,7.33058303052085
"ENSG00000000971",9.5931879482447,8.42630443148529,8.16571441526083,8.25617495124941,8.64351249767665,6.33565749911215,6.99976399359633,7.87368363628224,8.0169587647272,6.98350220500884
"ENSG00000001629",11.480358642323,11.5802772393179,11.2328372749813,11.1225341964125,11.8430979304397,9.86998699544087,9.86781731023026,10.4671097591741,10.1627313485268,10.1550153543177
"ENSG00000002330",8.54557400775945,8.79377065033846,8.62864450762835,8.5389407087998,9.10710768088643,7.29122920027902,7.25551413772896,6.79513968806877,6.7162374153771,6.66498478130434
"ENSG00000002746",3.86097247847435,4.73391133222411,3.74643156092312,4.03778448286494,3.71756968114716,5.93221958734284,6.59343741462432,6.58957505019595,6.44944484314292,6.43651779774989
"ENSG00000002822",9.67760115310162,10.6318573785987,10.4527408103376,10.3465138073032,10.3070534226068,8.85644515664216,9.00968396809208,8.67621063207913,8.99283501694327,8.87501533544692
"ENSG00000003096",4.07069413525969,4.99866713788085,5.04985746299322,4.67154686898171,7.38031089877236,4.25122489512931,4.05392923921258,4.71863292094457,4.37310821376081,3.64400331293108
"ENSG00000003756",11.4415630404851,11.4369330169663,11.4091901907901,11.4243670686581,11.4128255737872,12.6621998200172,12.4967515690085,12.3298017540569,12.365436674525,12.5195335480959
"ENSG00000004059",11.699959887191,11.9258472318249,11.7260008875185,11.9285871475433,12.0139460059661,10.6902285184058,10.2807388245208,10.1960076256959,9.86582150919841,10.1169870355891
"ENSG00000004142",10.2388802195472,10.425952763443,10.3530215057102,10.4266819764265,9.83692237527292,9.09531367395255,8.72245087034535,9.01564535507458,8.68316298279356,8.81817534163829
"ENSG00000004534",9.43559814433415,10.078645976396,10.2106439871513,10.1001273755401,9.8418732728047,10.9616264950912,11.1204401105962,11.2030499877649,11.1023430261019,11.1315117600884
"ENSG00000004766",10.9756883928446,10.8259932051162,10.5459314160073,10.7396865941973,10.7462184298803,8.33094191959601,8.96369433896419,9.53380391847066,9.61674112482918,9.90682266480055
"ENSG00000004779",8.1079339982585,8.94338451307514,8.66420092276619,8.16215109731932,8.502365139758,7.47788332823592,7.13515075836336,7.36289767491599,7.7203177397808,7.18936710502298
"ENSG00000004799",10.5121436483592,10.1218815509998,10.4198287168654,9.96270703561829,10.1158684814845,9.05306649001322,7.77237547546109,8.95898718403135,8.33030283071404,8.65893901775675
"ENSG00000004809",7.48853663525399,6.50603404408857,6.64095263927459,7.79070798811225,6.84093764158442,6.73928756427794,5.75827537355393,5.57710150280582,5.81809397213323,5.99079201331385
"ENSG00000005059",10.2945497154749,10.7028835224473,11.0593978261404,10.4378946297603,10.4779652472517,8.77223618185988,9.37767140589148,9.67709191878872,9.78253733366047,9.78345981847492
"ENSG00000005102",5.55905577830931,7.12786927112389,6.17450806012307,6.01506464761715,6.23961203964543,4.63520805896031,5.35323196155642,5.35766214479386,4.89108895693936,4.51956109691099
"ENSG00000005189",6.60220335016455,7.0840160006679,5.61233483807377,6.48039765832389,6.93187697361732,5.81852687273345,4.34680403846513,4.99803781845879,5.79804848247447,4.80964412938473
"ENSG00000005194",9.833097851203,9.81979138844481,9.78027231425876,9.75820650191982,9.86371629798909,8.75671463693507,8.67251972872776,8.59501906049594,8.91051477228397,8.14620577974993
"ENSG00000005243",6.35939301245539,5.74295447901341,5.23594737189376,5.24254908188535,4.93641965773445,5.15855808601318,4.40228312064415,4.69646535204119,4.55828519022845,4.33557497879182
"ENSG00000005249",10.9861873099452,10.5175891076991,10.7921229412568,11.0305301018084,11.3515592535225,8.74063749173098,9.15352132683604,10.4141914610571,9.62661498838448,10.0167020108499
"ENSG00000005339",9.84937442138838,10.5521505036504,10.2303442158313,10.520990540402,10.4581478982459,12.7669127312302,12.6383071609736,12.5896513622307,12.1554719080101,12.6398450314679
"ENSG00000005379",8.10510300049387,9.87431710258438,8.85300245239415,9.0030283957688,8.22030593379816,9.92671449409627,9.78006048222881,9.98888603339748,10.6699453588149,10.0121605591857
"ENSG00000005381",9.87502209851329,8.42907257902396,7.89599219091689,9.19748570540547,7.0250394166875,8.24510261156351,7.05038305321597,7.71155393598646,7.80041544340069,6.56359789784617
"ENSG00000005436",8.54809508541984,8.90706860946736,8.49059487942395,8.05383927332671,8.9218177595049,6.77340790784665,6.93975334781741,7.48346504632597,8.04996315449031,7.11662857839265
"ENSG00000005448",7.70580175287027,7.83752497452397,7.61120627757046,7.97514531484542,8.44629774708904,6.33649173306923,6.56906396287731,6.23381820438233,6.60239050942749,6.47335432222127
"ENSG00000005513",4.23512807468615,5.14179278795374,5.741868752245,5.24869661636052,5.90560042041625,4.92269840944899,4.63889060865206,4.0701708235399,4.49755486515996,4.58370689287958
"ENSG00000005893",10.7806116825393,10.4377321145302,10.4714956909008,10.9689180170604,11.0062219818024,12.7498358780819,12.3893007590613,11.9937085102348,11.1690339978324,12.3398542855344
"ENSG00000005961",11.4124749961568,11.0414154285588,11.4514788544434,12.4415708323749,12.6003392470543,9.37841368859166,8.96827350260827,10.3579127375024,9.74050245956022,9.51273845512147
"ENSG00000006015",9.45540482787942,9.70680901296601,9.55045881943857,9.53525496624617,9.5203522166252,7.89852076116228,7.95461425007636,7.72651790691749,7.82870481641589,7.54468855684252
"ENSG00000006042",3.57689026231504,4.26948179496211,3.92123453164641,3.5219102543454,2.89370420495209,4.85133221379788,4.79868646460913,4.6645169074747,3.82526163422072,4.49930064157604
"ENSG00000006282",9.35536427944532,9.76334929508001,9.48914156352942,9.45430443029015,9.50813088873695,7.98218468033437,8.2334823920371,8.61770397521744,8.46982433714583,8.35041530808935
"ENSG00000006534",10.7067507253707,10.6309900619626,10.7196223942825,10.8496565105005,10.1992161577194,10.0417189233917,9.39084961192612,9.2223522026613,8.96478669912941,9.12517507836103
"ENSG00000006634",8.37033918544927,9.00192111320429,8.59665624092951,7.89515106730154,7.8520298040257,6.58506527792865,6.95080384142865,7.56122298908789,7.59281352350706,7.43726915985974
"ENSG00000006638",6.92875273135343,6.71383720585036,7.36870825408039,7.3301842357052,7.43460274380268,8.40236557008432,8.07484926943808,7.83415464033861,8.09410742207445,8.13864877744692
"ENSG00000006704",4.74044688023432,4.92198635531424,6.07124600382842,5.66403141698476,6.01212070579864,6.79698689482747,6.66534791149522,6.2771586323577,6.58522986291579,6.98782009645215
"ENSG00000006757",6.70990904306334,7.41470924034594,7.66087642039071,7.28972532669739,7.63182654531418,5.56636483900154,5.97040313078864,6.38361000355471,6.19549668372171,5.10130431176521
"ENSG00000007038",5.89418658035687,4.92976173762042,5.47437384542506,5.57910343876267,6.87030936830264,2.89370420495209,4.19784857898085,4.02940614704243,3.90979244038705,4.89703269965818
"ENSG00000007080",8.30103338957944,8.10770398132582,8.10927222382116,8.09614969971968,8.30401714739753,7.20722399670231,7.02585180033111,7.31169399307252,6.98756708148431,7.0922762353542
"ENSG00000007168",11.4896042364973,11.2891524474604,11.3070723049399,11.0553066879269,11.5317257244285,12.4500724649354,12.5518849432107,12.2206410666179,12.1182833209013,12.396775934926
"ENSG00000007174",3.58375059239194,2.89370420495209,3.98394374081803,3.78856125473833,3.71742045366059,4.47438957302447,4.22422314736266,4.4797729605685,4.74823695542035,4.00912053229839
"ENSG00000007255",9.45209155939735,9.62310858910358,9.424710206612,9.27898702441961,9.59813044260924,7.43070171392544,6.77294813801999,6.84355333654661,7.21257331834657,6.7109404590959
"ENSG00000007264",10.191195417754,10.818582771926,10.1676525773268,10.0475028142707,10.3523001387568,8.87296496993107,9.04345697673434,9.54470775518032,9.35424579564527,8.69712638708547
"ENSG00000007312",10.8158759556804,10.8140065561715,11.2789592359114,10.720193659003,11.9635682699777,8.34800216036879,8.93598734468417,9.45341800635067,9.3515339116676,8.51450147802871
"ENSG00000007341",9.03468761460207,9.22920311922202,8.90053733915251,9.04988144913967,9.62326969435371,8.26148557752717,7.98324888409754,7.92632211143682,7.87295240622069,7.73427109363402
"ENSG00000007350",7.58412045348551,8.32680088586963,7.39309182216942,6.94005378186845,7.60380931541826,5.76570709022709,7.0589363243503,6.43137167222,6.97909475356306,6.9718679412358
"ENSG00000007376",9.04119137809498,9.41481130452219,9.12989148485486,9.12721936282374,9.92885029328363,7.90570786616582,7.43951379193711,7.32076918375071,7.5754808594376,7.5621070489952
"ENSG00000007392",9.37702163328759,9.43583113048622,9.70079994854654,9.44974756197368,9.27177675923241,10.4046699404265,10.7307355763643,10.6136150748902,10.9225231870051,10.6157071606468
"ENSG00000007402",7.38821807709894,8.49547722760377,7.12369942833677,7.12840636954659,7.1635614429822,8.20089617221709,8.44258625035172,8.89165159380881,8.77349809685668,8.16992104804514
"ENSG00000007520",8.27422750197074,8.98819497572528,8.76068548649927,9.06495135057689,8.9785275218816,7.38509128517822,7.32963554187451,7.35839809127114,7.11752748388734,7.32976188297045
"ENSG00000007923",7.68000572896887,7.79514180356316,8.29560614134088,8.25688004608149,8.00759226741416,9.04351213380423,9.06939317997435,8.82755187707171,9.24275328656227,8.77009978474664
"ENSG00000007944",9.67335315229251,9.6775334228211,9.93519966281898,9.40033732286074,9.9264249545336,11.0343560592738,11.0790382830535,10.5626228916636,10.6649882557093,10.5227903958653
"ENSG00000008083",10.3647849863283,10.0236847902294,10.3345019099315,10.5483080946666,10.2137108815937,11.8946054912918,11.5424003527544,11.5579279425163,11.0436769255249,11.7151564357142
"ENSG00000008256",7.63956346005627,7.46506192325525,7.51937174481265,7.20572780928796,6.72926230035241,7.93425155246274,8.57034383361139,8.85793191687593,8.6652300568518,8.92715433561128
"ENSG00000008294",10.4691580530207,10.5542983499736,10.4645695722729,10.1349101479251,10.7882078971483,11.9604352641358,12.1598135559642,11.7023540478289,11.379669823178,12.3069557857179
"ENSG00000008324",9.29123436131306,9.47643388479246,9.13127392504341,8.61198794504364,9.48243688848975,7.19823817767767,7.37568461140944,7.67212309658376,7.33894749054329,7.17386169963474
"ENSG00000008382",8.43603144154053,8.49545251823165,8.41109903645669,8.70214755436139,8.49034257771059,7.39572579935164,7.11800136060087,6.91620208237136,7.25434453748826,6.65663142960889
"ENSG00000008394",8.28204005710398,8.27337148670117,8.84918248223589,9.09076839187834,7.4430706124406,7.9605931625544,6.47871193386485,7.28905375874544,7.29431933132961,7.56335693395297
"ENSG00000008516",9.0113219163885,6.71826209411189,6.81076346948402,8.80311476242658,10.4144609529013,12.6234119529427,12.1235754158208,11.3013068091264,9.78763048582289,11.6329402828974
"ENSG00000008517",13.1545007998816,13.7883405132342,13.3124039202979,13.2194706628636,12.7172663230116,11.6725252395018,11.6473265380929,11.9684788635812,11.6748842513581,11.3368411606494
"ENSG00000008988",14.3322722981114,14.4072967610811,14.8289514458391,14.4156289032181,14.6425533104823,12.6566313389034,12.8375618361763,13.1751212347406,13.0268431453982,12.8464533087252
"ENSG00000009335",10.1828257654354,10.0535883090322,10.6567398372808,10.3357723998545,9.72830722662027,10.9532183804174,11.2330804778454,11.32248733993,11.5617979670902,11.5865616669621
"ENSG00000009765",3.98141345725918,4.28961076051568,4.11104150437957,5.48049524555427,4.45196875037622,5.74102816420932,5.45658367355624,5.22394360088022,5.56857830208143,5.6118351791285
"ENSG00000009830",6.14341205721883,6.60929618772026,6.4720151415019,6.14844120692536,5.19371455235512,7.14521929461738,7.72173637587631,7.15808081363591,7.45188665871135,6.86182484060401
"ENSG00000009844",10.3813735860606,10.6297261405444,10.3955324859534,10.3447651258956,10.6871772356675,9.06583698624788,8.90607367230157,9.08149520862382,9.17388134783832,9.14361278332497
"ENSG00000009950",5.51646653080447,5.66106336934416,5.92632700727983,6.13486721348384,6.59377805800611,7.53623323411217,7.2105288519383,7.00255122004659,7.06279377085589,7.29784254571896
"ENSG00000010256",11.6530340400834,11.8466011021948,11.7370030021102,12.1667971590032,11.889621646415,10.2211552400752,9.66734330483737,9.60606588664133,9.65454452501068,9.67567730842034
"ENSG00000010278",10.252048953877,9.47930405917823,9.26422429249663,10.4049685223657,10.2605563353128,8.27407168303201,8.39783095283051,8.43375134383712,8.85095563738411,8.30013808191143
"ENSG00000010327",12.5871277078702,11.9736367276528,12.0397248757185,12.7558949307544,12.3653872969362,11.3479904893599,10.4131729684726,10.5583106792244,10.401202801367,10.3787242132495
"ENSG00000010404",10.6053063102794,10.7139712028881,10.5968693358596,10.9858532911723,11.018664407403,12.921819726685,12.8877591205769,12.4260644009971,11.7925827631202,12.3380040625495
"ENSG00000010818",10.8089557460067,10.3106219509134,10.7502261380966,10.11704285233,10.6990355125802,12.3367313689862,12.098400089798,11.9518936898259,12.0364855801865,11.9730452209333
"ENSG00000011009",9.96732369394458,10.2311468253718,10.1215463625807,10.2507952239846,10.0075956974879,9.37104922092088,8.84161155090828,9.17689507620419,8.86231700729569,8.73469722633649
"ENSG00000011028",6.67856506597915,5.99862043954405,5.79447372261334,5.37386426133402,6.03959745501497,5.56845463149629,4.7997992459371,4.43793069225868,5.10236524812502,5.8821671955347
"ENSG00000011052",5.25021891333616,7.48665818036176,5.87824915784443,5.70825533296638,4.68360478299443,3.65874855991631,4.10503401999706,4.85921654506993,4.5334991863425,3.68334853224082
"ENSG00000011105",7.72927672311521,6.79006857348287,7.98466234161768,8.72370120008159,8.70879610597482,5.50379786131354,5.72000102592351,7.39345735413453,6.04234866831161,6.77216997393078
"ENSG00000011132",9.15066877841046,9.82967358229,9.34135908240048,9.74278364695107,9.69660183516774,9.11958338808064,8.71054527339677,8.36433034353842,8.12722333548763,8.22142849016795
"ENSG00000011198",10.334077099307,9.60992119872803,8.8710216778727,9.48150922906933,10.2245947768643,11.6043476761934,11.577026799655,11.1289253365505,10.1572015978322,11.1806356538778
"ENSG00000011426",7.40815496185047,7.32536971812471,6.2841032344557,7.51345603644927,7.2748781003154,6.44777343915844,5.60988519349482,4.76974017676971,4.76435056430982,5.00691352428038
"ENSG00000011600",13.9497949911583,14.013056312485,14.0298204398866,14.1143387125015,13.9251368705819,13.0446498347951,12.4027016800762,12.0125063274627,11.4032771493399,12.128495370389
"ENSG00000011638",8.24972875963789,8.52038446763407,8.80712802753151,8.5268049437782,8.34374430171061,7.5797785599542,7.07290359697937,7.03015799363396,7.64706310953536,7.4383022103809
"ENSG00000012048",8.85641418180828,8.54022746236316,8.16942295158432,8.8556349849135,9.11791134840764,8.11666900289415,7.83130041225402,7.37250850071949,7.09518317978701,7.78990217669291
"ENSG00000012061",9.89430123433825,10.1773037988877,9.93785935974755,9.88103314371673,9.65299977481344,8.88773921232497,9.01753921442189,8.73760553658014,8.90455061011422,9.09168573584865
"ENSG00000012171",2.89370420495209,2.89370420495209,3.51744629157524,4.58946590832091,3.54484920561965,5.12121056030186,5.53556950417384,5.20274535491783,4.90568715196719,5.15218061398119
"ENSG00000013275",10.4563249450315,10.6248905385366,10.7776914094551,10.7664103656216,10.1629044960497,9.5061713273889,9.48336275401912,9.38506855355999,9.27780033211529,9.06796797335157
"ENSG00000013293",5.36691802864428,5.88467602127892,5.59905402048162,5.9824904586968,4.92991921996085,6.97912155259182,7.01557537188519,6.67082319557827,6.56936035761168,6.76722331080772
"ENSG00000013306",9.52282449362521,9.96603164098239,9.74162303519305,9.63939139809159,10.2007471258636,8.3523000074093,8.31184019152528,8.31276656237183,8.43384757239719,8.80435808469176
"ENSG00000013374",9.69523266381231,10.0779066264645,10.2892016869962,9.67725684743223,10.2379967121298,11.5777709655601,11.0809640226997,11.397490228181,10.9533242098717,11.6836459133242
"ENSG00000013563",9.42935313963116,9.62760065980174,9.84407331196192,9.68716798268108,9.08590345397753,8.88147524461158,8.23703948162015,8.01294545782971,8.34854691987325,8.29367867772877
"ENSG00000014123",10.7307710839597,10.9780369739608,10.796524507431,10.7101030014838,10.8168896326995,8.77121400276744,9.42694556133192,9.61320860287951,9.91892172767478,9.63493597206205
"ENSG00000014216",12.2117066824366,12.3610589050755,12.2805732780763,12.4286374660189,12.7748225116209,11.5603733442901,11.1918513521615,11.1933860057021,11.132926902787,10.976472030058
"ENSG00000014641",10.4800456061959,10.7590148303394,10.5227094954077,10.3027631283411,10.8557998331613,9.42313811325026,9.44793420411735,9.42453315510789,9.88964716690038,9.19209168478067
