"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",17.9843977009712,0.215726786262682,0.865264862643767,0.249318787317378,0.803114199904617,0.945701677616005
"ENSG00000000419",496.357078053674,0.345816085443787,0.219980400246458,1.57203134941271,0.115943280989296,0.504309875255244
"ENSG00000000457",646.594643307706,0.100734135702313,0.20155609194443,0.499782143672867,0.617228485123816,0.879367153758237
"ENSG00000000460",333.515018241163,0.350579271167453,0.297102441403883,1.17999458204005,0.238002369782123,0.634555564751449
"ENSG00000000938",11223.152902104,0.0989107245146666,0.228757703646827,0.432382048507412,0.66546376306759,0.899492273078249
"ENSG00000000971",426.624224183687,0.390356224462491,0.362246944606243,1.07759701020198,0.281213637055628,0.669764889200141
"ENSG00000001036",646.030877276121,-0.250674855311356,0.271505089408556,-0.92327866065945,0.355862005490879,0.727439529739249
"ENSG00000001084",580.997214276804,0.00883187008993385,0.305290212245255,0.0289294243172092,0.976920878226699,0.994074084880584
"ENSG00000001167",1028.47686623252,-0.252649743134934,0.198232332093539,-1.27451329693139,0.202481563267287,0.601218170789692
"ENSG00000001460",73.5358806994736,-0.256411753334174,0.42616531458101,-0.601672037965522,0.547392466417748,0.84380394428593
"ENSG00000001461",922.229673667487,-0.124089252560519,0.254292922258504,-0.487977610459699,0.625565700053126,0.881919930743519
"ENSG00000001497",548.478349391685,-0.00740560780428725,0.238212728424345,-0.0310882120081136,0.975199190581768,0.993298538315767
"ENSG00000001561",1098.79969423342,0.202777301048929,0.275748421186421,0.73537066930962,0.46211377978009,0.7988341943888
"ENSG00000001629",2263.90802907597,0.579638533071958,0.249695677783772,2.32137992221838,0.0202663481772615,0.310818644839347
"ENSG00000001630",421.515815137661,-0.271651440982975,0.279307380396989,-0.97258955562459,0.330757335604137,0.708313983487222
"ENSG00000001631",663.595833791482,-0.139426670146306,0.266855357840549,-0.522480310212156,0.601335952139476,0.870250649404303
"ENSG00000002016",141.929794295064,-0.138327801088509,0.302646344656838,-0.457060868339099,0.647627295862607,0.891905398076004
"ENSG00000002330",423.462124073757,0.475515819029586,0.275951956209088,1.72318335974864,0.0848553719364329,0.457886601427441
"ENSG00000002549",1668.74500989801,-0.133292984702851,0.370250390925476,-0.360007681206419,0.718841389402875,0.918045874823597
"ENSG00000002586",2872.01459770667,-0.102375186399221,0.205935333617432,-0.497122978368561,0.61910233154174,0.879727361135212
